filename,reference,hypothesis,references_normalized,hypothesis_normalized,sample_wer_%,sample_cer_%
P-034_TAM_85.wav,I was not walking when you called me.,I was not walking when you called me.,i was not walking when you called me,i was not walking when you called me,0.0,0.0
P-034_TAM_90.wav,"I want to walk, but I am tired.","I want to walk, but I am tired.",i want to walk but i am tired,i want to walk but i am tired,0.0,0.0
P-034_Val_281.wav,The door opened.,He smiled.,the door opened,he smiled,100.0,66.67
P-034_Val_284.wav,The mother woke the child up.,The mother woke the child up.,the mother woke the child up,the mother woke the child up,0.0,0.0
P-034_Val_286.wav,He broke the pot.,He broke the pot.,he broke the pot,he broke the pot,0.0,0.0
P-034_Val_288.wav,She cooked the food.,She cooked the food.,she cooked the food,she cooked the food,0.0,0.0
P-034_Val_291.wav,The leaves fell.,The leaves fell.,the leaves fell,the leaves fell,0.0,0.0
P-034_Val_293.wav,The water boiled.,The water boiled.,the water boiled,the water boiled,0.0,0.0
P-034_Val_301.wav,The fire burned.,The fire burned.,the fire burned,the fire burned,0.0,0.0
P-034_Val_302.wav,They burned the firewood.,They burned the firewood.,they burned the firewood,they burned the firewood,0.0,0.0
P-034_Val_303.wav,The boy slept.,The boy slept.,the boy slept,the boy slept,0.0,0.0
P-034_Val_313.wav,The ball rolled.,The ball rolled.,the ball rolled,the ball rolled,0.0,0.0
P-038_Simple_7b.wav,She (not here) saw a man.,She (not here) saw a man.,she not here saw a man,she not here saw a man,0.0,0.0
P-047_Simple_2.wav,The monkey is on the tree.,The monkey is on the tree.,the monkey is on the tree,the monkey is on the tree,0.0,0.0
P-047_Simple_3.wav,That house is big.,That house is big.,that house is big,that house is big,0.0,0.0
P-051_Adp_407.wav,She is in the room.,She is in the room.,she is in the room,she is in the room,0.0,0.0
P-051_Adp_408.wav,They are on the roof.,They are on the roof.,they are on the roof,they are on the roof,0.0,0.0
P-051_Adp_416.wav,He is standing outside the gate.,He is standing outside the gate.,he is standing outside the gate,he is standing outside the gate,0.0,0.0
P-051_Adp_418.wav,She walked to the river.,She walked to the river.,she walked to the river,she walked to the river,0.0,0.0
P-051_Adp_422.wav,He fell from the tree.,He fell from the tree.,he fell from the tree,he fell from the tree,0.0,0.0
P-051_Adp_423.wav,The water flows from the pipe.,The water flows from the pipe.,the water flows from the pipe,the water flows from the pipe,0.0,0.0
P-051_Adp_424.wav,She arrived from the city.,She arrived from the city.,she arrived from the city,she arrived from the city,0.0,0.0
P-051_Adp_430.wav,She stood between the two boys.,He came with two boys.,she stood between the two boys,he came with two boys,66.67,46.67
P-051_Case_34.wav,She loves me.,She loves me.,she loves me,she loves me,0.0,0.0
P-051_Case_40.wav,Father bought a toy for his son.,Father bought a toy for his son.,father bought a toy for his son,father bought a toy for his son,0.0,0.0
P-051_Case_41.wav,He is working only for his family.,He is working only for his family.,he is working only for his family,he is working only for his family,0.0,0.0
P-051_Case_44.wav,He cut the tree with an axe.,He cut the tree with an axe.,he cut the tree with an axe,he cut the tree with an axe,0.0,0.0
P-051_Case_48.wav,He wrote the letter with a pen.,He wrote the letter with a pen.,he wrote the letter with a pen,he wrote the letter with a pen,0.0,0.0
P-051_Case_49.wav,She broke the nut with a stone.,She broke the nut with a stone.,she broke the nut with a stone,she broke the nut with a stone,0.0,0.0
P-051_Case_54.wav,He will go to Hunza tomorrow.,He will go to Hunza tomorrow.,he will go to hunza tomorrow,he will go to hunza tomorrow,0.0,0.0
P-051_Case_57.wav,Last year it had rained in October.,Last year it had rained in October.,last year it had rained in october,last year it had rained in october,0.0,0.0
P-051_Case_58.wav,Ali went with Ahmed.,Ali went with Ahmed.,ali went with ahmed,ali went with ahmed,0.0,0.0
P-051_Cau_316.wav,Mother made me go outside.,Mother made me go outside.,mother made me go outside,mother made me go outside,0.0,0.0
P-051_Cau_320.wav,I made him break the glass.,I made him break the glass.,i made him break the glass,i made him break the glass,0.0,0.0
P-051_Cau_321.wav,Aqsa made him food.,Aqsa made him food.,aqsa made him food,aqsa made him food,0.0,0.0
P-051_Cau_330.wav,The parents made the boy study.,The parents made the boy study.,the parents made the boy study,the parents made the boy study,0.0,0.0
P-051_Cau_335.wav,The loud noise made the birds fly away.,The loud noise made the birds fly away.,the loud noise made the birds fly away,the loud noise made the birds fly away,0.0,0.0
P-051_Cau_337.wav,The doctor made me take medicine.,The doctor made me take medicine.,the doctor made me take medicine,the doctor made me take medicine,0.0,0.0
P-051_Cau_338.wav,She made them tell the truth.,She made them tell the truth.,she made them tell the truth,she made them tell the truth,0.0,0.0
P-051_Cls_191.wav,This is a door.,This is a door.,this is a door,this is a door,0.0,0.0
P-051_Cls_196.wav,Do not beat the student with a stick.,Do not beat the student with a stick.,do not beat the student with a stick,do not beat the student with a stick,0.0,0.0
P-051_Cls_202.wav,Give me one apple.,Give me one apple.,give me one apple,give me one apple,0.0,0.0
P-051_ECV_154.wav,She has gone outside the house.,She has gone outside the house.,she has gone outside the house,she has gone outside the house,0.0,0.0
P-051_ECV_157.wav,She broke the engagement.,She broke the engagement.,she broke the engagement,she broke the engagement,0.0,0.0
P-051_ECV_164.wav,Emaan kicked me and ran away.,Emaan kicked me and ran away.,emaan kicked me and ran away,emaan kicked me and ran away,0.0,0.0
P-051_ECV_167.wav,I came here to see you.,I came here to see you.,i came here to see you,i came here to see you,0.0,0.0
P-051_ECV_174.wav,They shouted and clapped.,They shouted and clapped.,they shouted and clapped,they shouted and clapped,0.0,0.0
P-051_ECV_179.wav,They sat together and talked for a long time.,They sat together and talked for a long time.,they sat together and talked for a long time,they sat together and talked for a long time,0.0,0.0
P-051_ECV_182.wav,I will go there and ask him.,I will go there and ask him.,i will go there and ask him,i will go there and ask him,0.0,0.0
P-051_Imp_473.wav,Write your name.,Write your name here.,write your name,write your name here,33.33,33.33
P-051_Imp_495.wav,Let her sit here.,Let her sit here.,let her sit here,let her sit here,0.0,0.0
P-051_Int_222.wav,Did you eat?,Did you eat?,did you eat,did you eat,0.0,0.0
P-051_Int_238.wav,Who will help us tomorrow?,Who will help us tomorrow?,who will help us tomorrow,who will help us tomorrow,0.0,0.0
P-051_Int_240.wav,When did you see him?,When did you see him?,when did you see him,when did you see him,0.0,0.0
P-051_Int_349.wav,Why are you crying?,Why are you crying?,why are you crying,why are you crying,0.0,0.0
P-051_Int_356.wav,What did he break?,What did he break?,what did he break,what did he break,0.0,0.0
P-051_Int_365.wav,Do you have a headache?,Do you have a headache?,do you have a headache,do you have a headache,0.0,0.0
P-051_Int_368.wav,Can she read this?,Can she walk by herself?,can she read this,can she walk by herself,75.0,70.59
P-051_Int_372.wav,Did he not see them?,Did he not see them?,did he not see them,did he not see them,0.0,0.0
P-051_Neg_105.wav,They are not here.,They are not here.,they are not here,they are not here,0.0,0.0
P-051_Neg_116.wav,Nothing can be done about his illness.,Nothing can be done about his illness.,nothing can be done about his illness,nothing can be done about his illness,0.0,0.0
P-051_Neg_94c.wav,She (right here) is not a teacher.,She (right here) is not a teacher.,she right here is not a teacher,she right here is not a teacher,0.0,0.0
P-051_Neg_99.wav,You must not move now.,You must not move now.,you must not move now,you must not move now,0.0,0.0
P-051_Pas_436.wav,The door was opened.,The door was opened.,the door was opened,the door was opened,0.0,0.0
P-051_Pas_437.wav,The door was opened by the boy.,The door was opened by the boy.,the door was opened by the boy,the door was opened by the boy,0.0,0.0
P-051_Pas_438.wav,The food was cooked.,The food was cooked.,the food was cooked,the food was cooked,0.0,0.0
P-051_Pas_439.wav,The food was cooked by her.,The food was cooked by her.,the food was cooked by her,the food was cooked by her,0.0,0.0
P-051_Pas_440.wav,The house was built last year.,The house was built last year.,the house was built last year,the house was built last year,0.0,0.0
P-051_Pas_443.wav,The letter was written by my brother.,The house was built last year.,the letter was written by my brother,the house was built last year,71.43,58.33
P-051_Pas_446.wav,The glass was broken.,The glass was broken.,the glass was broken,the glass was broken,0.0,0.0
P-051_Pas_449.wav,The room will be cleaned soon.,The room will be cleaned soon.,the room will be cleaned soon,the room will be cleaned soon,0.0,0.0
P-051_Pas_451.wav,The tree was cut down by the men.,The tree was cut down by the men.,the tree was cut down by the men,the tree was cut down by the men,0.0,0.0
P-051_Pas_453.wav,Many people were helped.,Many people were helped.,many people were helped,many people were helped,0.0,0.0
P-051_Pas_454.wav,The children were fed.,The children were fed.,the children were fed,the children were fed,0.0,0.0
P-051_Pas_455.wav,The baby was carried.,The baby was carried.,the baby was carried,the baby was carried,0.0,0.0
P-051_Pas_456.wav,The books were taken from the shelf.,The books were taken from the shelf.,the books were taken from the shelf,the books were taken from the shelf,0.0,0.0
P-051_Pos_383.wav,My family has land near the river.,My family has land near the river.,my family has land near the river,my family has land near the river,0.0,0.0
P-051_Pos_385.wav,I have some time today.,I have some time today.,i have some time today,i have some time today,0.0,0.0
P-051_Pos_388.wav,He has fever.,He has fever.,he has fever,he has fever,0.0,0.0
P-051_Pos_389.wav,We have hope.,We have hope.,we have hope,we have hope,0.0,0.0
P-051_Pos_391.wav,She has good ideas.,She has good ideas.,she has good ideas,she has good ideas,0.0,0.0
P-051_Pos_395.wav,The tree has long branches.,The tree has long branches.,the tree has long branches,the tree has long branches,0.0,0.0
P-051_Pos_396.wav,Our village has a small clinic.,Our village has a small clinic.,our village has a small clinic,our village has a small clinic,0.0,0.0
P-051_Pos_400.wav,The city has many parks.,The city has many parks.,the city has many parks,the city has many parks,0.0,0.0
P-051_Pro_249.wav,We will go tomorrow.,We will go tomorrow.,we will go tomorrow,we will go tomorrow,0.0,0.0
P-051_Pro_267.wav,Those are his shoes.,Those are his shoes.,those are his shoes,those are his shoes,0.0,0.0
P-051_Pro_274.wav,He came yesterday.,He came yesterday.,he came yesterday,he came yesterday,0.0,0.0
P-051_Pro_277.wav,We will meet later.,We will meet later.,we will meet later,we will meet later,0.0,0.0
P-051_Ref_133.wav,We met each other.,We met each other.,we met each other,we met each other,0.0,0.0
P-051_Ref_137.wav,They defended themselves in court.,They defended themselves in court.,they defended themselves in court,they defended themselves in court,0.0,0.0
P-051_Ref_145.wav,We cooked dinner by ourselves.,We cooked dinner by ourselves.,we cooked dinner by ourselves,we cooked dinner by ourselves,0.0,0.0
P-051_Ref_146.wav,The children dressed themselves.,The children dressed themselves.,the children dressed themselves,the children dressed themselves,0.0,0.0
P-051_Ref_153.wav,They hugged each other and cried.,They hugged each other and cried.,they hugged each other and cried,they hugged each other and cried,0.0,0.0
P-051_Simple_10.wav,Today is Monday.,Today is Monday.,today is monday,today is monday,0.0,0.0
P-051_Simple_12a.wav,He (right here) saw that they are playing with a stone.,He (right here) saw that they are playing with a stone.,he right here saw that they are playing with a stone,he right here saw that they are playing with a stone,0.0,0.0
P-051_Simple_13b.wav,She (not here) said that the woman is sleeping on the floor.,She (not here) said that the woman is sleeping on the floor.,she not here said that the woman is sleeping on the floor,she not here said that the woman is sleeping on the floor,0.0,0.0
P-051_Simple_17.wav,It was raining so I could not go to the field.,It was raining so I could not go to the field.,it was raining so i could not go to the field,it was raining so i could not go to the field,0.0,0.0
P-051_Simple_19.wav,"If it rains a lot, the plants will grow better.","If it rains a lot, the plants will grow better.",if it rains a lot the plants will grow better,if it rains a lot the plants will grow better,0.0,0.0
