filename,reference,hypothesis,references_normalized,hypothesis_normalized,sample_wer_%,sample_cer_%
P-051_ECV_174.wav,They shouted and clapped.,They hugged each other.,they shouted and clapped,they hugged each other,75.0,54.17
P-051_ECV_179.wav,They sat together and talked for a long time.,They (not here) are eating very slowly.,they sat together and talked for a long time,they not here are eating very slowly,88.89,61.36
P-051_ECV_182.wav,I will go there and ask him.,I will go there and ask him.,i will go there and ask him,i will go there and ask him,0.0,0.0
P-051_Imp_473.wav,Write your name.,Who is this?,write your name,who is this,100.0,80.0
P-051_Imp_495.wav,Let her sit here.,Let her sit here.,let her sit here,let her sit here,0.0,0.0
P-051_Int_222.wav,Did you eat?,Did you eat?,did you eat,did you eat,0.0,0.0
P-051_Int_238.wav,Who will help us tomorrow?,Who will help us tomorrow?,who will help us tomorrow,who will help us tomorrow,0.0,0.0
P-051_Int_240.wav,When did you see him?,When did you see him?,when did you see him,when did you see him,0.0,0.0
P-051_Int_349.wav,Why are you crying?,Why are you crying?,why are you crying,why are you crying,0.0,0.0
P-051_Int_356.wav,What did he break?,When did he arrive?,what did he break,when did he arrive,50.0,41.18
P-051_Int_365.wav,Do you have a headache?,Do you have a headache?,do you have a headache,do you have a headache,0.0,0.0
P-051_Int_368.wav,Can she read this?,Can she read this?,can she read this,can she read this,0.0,0.0
P-051_Int_372.wav,Did he not see them?,Did he not see them?,did he not see them,did he not see them,0.0,0.0
P-051_Neg_105.wav,They are not here.,They are not here.,they are not here,they are not here,0.0,0.0
P-051_Neg_116.wav,Nothing can be done about his illness.,Nothing can be done about his illness.,nothing can be done about his illness,nothing can be done about his illness,0.0,0.0
P-051_Neg_94c.wav,She (right here) is not a teacher.,She (right here) is not a teacher.,she right here is not a teacher,she right here is not a teacher,0.0,0.0
P-051_Neg_99.wav,You must not move now.,You must not move now.,you must not move now,you must not move now,0.0,0.0
P-051_Pas_436.wav,The door was opened.,The door was opened.,the door was opened,the door was opened,0.0,0.0
P-051_Pas_437.wav,The door was opened by the boy.,The door was opened by the boy.,the door was opened by the boy,the door was opened by the boy,0.0,0.0
P-051_Pas_438.wav,The food was cooked.,The food was cooked.,the food was cooked,the food was cooked,0.0,0.0
P-051_Pas_439.wav,The food was cooked by her.,The food was cooked by the children.,the food was cooked by her,the food was cooked by the children,33.33,34.62
P-051_Pas_440.wav,The house was built last year.,The house was built last year.,the house was built last year,the house was built last year,0.0,0.0
P-051_Pas_443.wav,The letter was written by my brother.,The house was built last year.,the letter was written by my brother,the house was built last year,71.43,58.33
P-051_Pas_446.wav,The glass was broken.,The glass was broken.,the glass was broken,the glass was broken,0.0,0.0
P-051_Pas_449.wav,The room will be cleaned soon.,The room will be cleaned soon.,the room will be cleaned soon,the room will be cleaned soon,0.0,0.0
P-051_Pas_451.wav,The tree was cut down by the men.,The tree was cut down by the children.,the tree was cut down by the men,the tree was cut down by the children,12.5,18.75
P-051_Pas_453.wav,Many people were helped.,Many people were helped.,many people were helped,many people were helped,0.0,0.0
P-051_Pas_454.wav,The children were fed.,The children were fed.,the children were fed,the children were fed,0.0,0.0
P-051_Pas_455.wav,The baby was carried.,The baby was carried.,the baby was carried,the baby was carried,0.0,0.0
P-051_Pas_456.wav,The books were taken from the shelf.,The books were taken from the shelf.,the books were taken from the shelf,the books were taken from the shelf,0.0,0.0
P-051_Pos_383.wav,My family has land near the river.,My family has land near the river.,my family has land near the river,my family has land near the river,0.0,0.0
P-051_Pos_385.wav,I have some time today.,I have some time today.,i have some time today,i have some time today,0.0,0.0
P-051_Pos_388.wav,He has fever.,He has fever.,he has fever,he has fever,0.0,0.0
P-051_Pos_389.wav,We have hope.,We have hope.,we have hope,we have hope,0.0,0.0
P-051_Pos_391.wav,She has good ideas.,She has good ideas.,she has good ideas,she has good ideas,0.0,0.0
P-051_Pos_395.wav,The tree has long branches.,The tree has long branches.,the tree has long branches,the tree has long branches,0.0,0.0
P-051_Pos_396.wav,Our village has a small clinic.,We are going to the small village.,our village has a small clinic,we are going to the small village,100.0,76.67
P-051_Pos_400.wav,The city has many parks.,The city has many parks.,the city has many parks,the city has many parks,0.0,0.0
P-051_Pro_249.wav,We will go tomorrow.,We will go tomorrow.,we will go tomorrow,we will go tomorrow,0.0,0.0
P-051_Pro_267.wav,Those are his shoes.,Those are his shoes.,those are his shoes,those are his shoes,0.0,0.0
P-051_Pro_274.wav,He came yesterday.,She came yesterday.,he came yesterday,she came yesterday,33.33,5.88
P-051_Pro_277.wav,We will meet later.,We will meet later.,we will meet later,we will meet later,0.0,0.0
P-051_Ref_133.wav,We met each other.,We met each other.,we met each other,we met each other,0.0,0.0
P-051_Ref_137.wav,They defended themselves in court.,They are standing in the court.,they defended themselves in court,they are standing in the court,60.0,60.61
P-051_Ref_145.wav,We cooked dinner by ourselves.,We cooked dinner by ourselves.,we cooked dinner by ourselves,we cooked dinner by ourselves,0.0,0.0
P-051_Ref_146.wav,The children dressed themselves.,The clothes I am wearing are new.,the children dressed themselves,the clothes i am wearing are new,150.0,74.19
P-051_Ref_153.wav,They hugged each other and cried.,They hugged each other and cried.,they hugged each other and cried,they hugged each other and cried,0.0,0.0
P-051_Simple_10.wav,Today is Monday.,Today is Monday.,today is monday,today is monday,0.0,0.0
P-051_Simple_12a.wav,He (right here) saw that they are playing with a stone.,He (right here) saw that they are playing with a stone.,he right here saw that they are playing with a stone,he right here saw that they are playing with a stone,0.0,0.0
P-051_Simple_13b.wav,She (not here) said that the woman is sleeping on the floor.,She (not here) said that the woman is sleeping on the floor.,she not here said that the woman is sleeping on the floor,she not here said that the woman is sleeping on the floor,0.0,0.0
P-051_Simple_17.wav,It was raining so I could not go to the field.,It was raining so I could not go to the field.,it was raining so i could not go to the field,it was raining so i could not go to the field,0.0,0.0
P-051_Simple_19.wav,"If it rains a lot, the plants will grow better.","If you walk a lot, you will get a good feeling.",if it rains a lot the plants will grow better,if you walk a lot you will get a good feeling,80.0,64.44
P-051_Simple_21b.wav,She (not here) wanted to sleep early.,She (not here) wanted to sleep early.,she not here wanted to sleep early,she not here wanted to sleep early,0.0,0.0
P-051_Simple_22.wav,He (right here) came to help me.,He (right here) came to help me.,he right here came to help me,he right here came to help me,0.0,0.0
P-051_Simple_23a.wav,They (right here) are eating because they are hungry.,They (right here) are eating because they are hungry.,they right here are eating because they are hungry,they right here are eating because they are hungry,0.0,0.0
P-051_Simple_24.wav,We stayed inside because it was cold.,We stayed inside because it was cold.,we stayed inside because it was cold,we stayed inside because it was cold,0.0,0.0
P-051_Simple_25.wav,He (right here) will study after he reaches home.,He (right here) will study after he reaches home.,he right here will study after he reaches home,he right here will study after he reaches home,0.0,0.0
P-051_Simple_8b.wav,He (not here) met a new teacher at school.,He (not here) met a new teacher at school.,he not here met a new teacher at school,he not here met a new teacher at school,0.0,0.0
P-051_TAM_65.wav,I am walking to field now.,I am walking to field now.,i am walking to field now,i am walking to field now,0.0,0.0
P-051_TAM_66.wav,I was walking.,I was walking.,i was walking,i was walking,0.0,0.0
P-051_TAM_67.wav,I fell down when she pushed me.,I fell down when she pushed me.,i fell down when she pushed me,i fell down when she pushed me,0.0,0.0
P-051_TAM_68.wav,I walk to the field every day.,I walk to the field every day.,i walk to the field every day,i walk to the field every day,0.0,0.0
P-051_TAM_69.wav,I will go to Karachi on Sunday.,I will go to Karachi on Sunday.,i will go to karachi on sunday,i will go to karachi on sunday,0.0,0.0
P-051_TAM_73.wav,We walk to school daily.,We walk to school daily.,we walk to school daily,we walk to school daily,0.0,0.0
P-051_TAM_74.wav,We could walk anywhere.,We could walk anywhere.,we could walk anywhere,we could walk anywhere,0.0,0.0
P-051_TAM_88.wav,They had walked far before it started raining.,They had walked far before it started raining.,they had walked far before it started raining,they had walked far before it started raining,0.0,0.0
P-051_Val_281.wav,The door opened.,The door opened.,the door opened,the door opened,0.0,0.0
P-051_Val_285.wav,The pot broke.,The pot broke.,the pot broke,the pot broke,0.0,0.0
P-051_Val_288.wav,She cooked the food.,She cooked the food.,she cooked the food,she cooked the food,0.0,0.0
P-051_Val_297.wav,He went.,He went.,he went,he went,0.0,0.0
P-051_Val_298.wav,She made him go.,She did it by herself.,she made him go,she did it by herself,100.0,93.33
P-051_Val_307.wav,He swam.,He swam.,he swam,he swam,0.0,0.0
P-051_Val_309.wav,The teacher spoke.,The teacher spoke.,the teacher spoke,the teacher spoke,0.0,0.0
P-051_Val_312.wav,He opened the window with a stick.,He opened the window with a stick.,he opened the window with a stick,he opened the window with a stick,0.0,0.0
P-051_Val_313.wav,The ball rolled.,The ball rolled.,the ball rolled,the ball rolled,0.0,0.0
P-062_Case_32.wav,She (right here) hit the bear.,She (right here) hit the bear.,she right here hit the bear,she right here hit the bear,0.0,0.0
P-062_Case_33.wav,The boy broke the pot.,The boy broke the pot.,the boy broke the pot,the boy broke the pot,0.0,0.0
P-062_Case_34.wav,She loves me.,She loves me.,she loves me,she loves me,0.0,0.0
P-062_Case_36.wav,They (not here) love us.,They (not here) love us.,they not here love us,they not here love us,0.0,0.0
P-062_Case_39.wav,Ahmed gave a flower to his wife.,Ahmed gave a flower to his wife.,ahmed gave a flower to his wife,ahmed gave a flower to his wife,0.0,0.0
P-062_Case_41.wav,He is working only for his family.,He is working only for his family.,he is working only for his family,he is working only for his family,0.0,0.0
P-062_Case_43.wav,She gave bread to the child.,She gave bread to the child.,she gave bread to the child,she gave bread to the child,0.0,0.0
P-062_Case_51.wav,My sister is in school.,My sister is in school.,my sister is in school,my sister is in school,0.0,0.0
P-062_Case_52.wav,Fatima lives in Pakistan.,Fatima lives in Pakistan.,fatima lives in pakistan,fatima lives in pakistan,0.0,0.0
P-062_Case_53.wav,Leaves are falling down from the tree.,Leaves are falling down from the tree.,leaves are falling down from the tree,leaves are falling down from the tree,0.0,0.0
P-062_Cau_330.wav,The parents made the boy study.,The parents made the boy study.,the parents made the boy study,the parents made the boy study,0.0,0.0
P-062_Cau_337.wav,The doctor made me take medicine.,The doctor made me take medicine.,the doctor made me take medicine,the doctor made me take medicine,0.0,0.0
P-062_Cls_192.wav,Give me a small banana.,Give me a small banana.,give me a small banana,give me a small banana,0.0,0.0
P-062_Cls_194.wav,There is no water in the tank.,There is no water in the tank.,there is no water in the tank,there is no water in the tank,0.0,0.0
P-062_Cls_197.wav,Tie them with a rope.,Tie them with a rope.,tie them with a rope,tie them with a rope,0.0,0.0
P-062_Cls_201.wav,Give me three long objects.,Give me three long objects.,give me three long objects,give me three long objects,0.0,0.0
P-062_Cls_210.wav,They carried ten bags of rice.,They carried ten bags of rice.,they carried ten bags of rice,they carried ten bags of rice,0.0,0.0
P-062_ECV_154.wav,She has gone outside the house.,She has gone outside the house.,she has gone outside the house,she has gone outside the house,0.0,0.0
P-062_ECV_156.wav,He died.,He died.,he died,he died,0.0,0.0
P-062_ECV_160.wav,He cleaned up the room.,He cleaned up the room.,he cleaned up the room,he cleaned up the room,0.0,0.0
P-062_ECV_170.wav,"Simra sang, danced, and entertained the guests.","Simra sang, danced, and entertained the guests.",simra sang danced and entertained the guests,simra sang danced and entertained the guests,0.0,0.0
